Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Age],[Location],[Reporting Type],[Sex]
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","807","North Macedonia","2015","0.06958","2015","Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.","","CA","PERCENT","10-14","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","807","North Macedonia","2015","0.06958","2015","Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.","","CA","PERCENT","10-14","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","807","North Macedonia","2015","1.04167","2015","Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.","","CA","PERCENT","25-44","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","807","North Macedonia","2015","2.91667","2015","Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.","","CA","PERCENT","25-44","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","807","North Macedonia","2015","1.18042","2015","Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.","","CA","PERCENT","45-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","807","North Macedonia","2015","0.41667","2015","Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.","","CA","PERCENT","45-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","807","North Macedonia","2015","1.18042","2015","Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.","","CA","PERCENT","10+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","807","North Macedonia","2015","0.20833","2015","Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.","","CA","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","818","Egypt","2015","3.54167","2015","Calculated by UNSD based on available country data from the Time use survey in Egypt  to apply ICATUS.","","CA","PERCENT","10+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","818","Egypt","2015","0.55542","2015","Calculated by UNSD based on available country data from the Time use survey in Egypt  to apply ICATUS.","","CA","PERCENT","10+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2001","0.98208","2001","Office for National Statistics based on United Kingdom Time Use Survey, 2000","Travel related to unpaid care work is not included.","C","PERCENT","45-54","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2001","1.73542","2001","Office for National Statistics based on United Kingdom Time Use Survey, 2000","Travel related to unpaid care work is not included.","C","PERCENT","45-54","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2001","2.66167","2001","Office for National Statistics based on United Kingdom Time Use Survey, 2000","Travel related to unpaid care work is not included.","C","PERCENT","25-44","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2001","6.02917","2001","Office for National Statistics based on United Kingdom Time Use Survey, 2000","Travel related to unpaid care work is not included.","C","PERCENT","25-44","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2001","1.45417","2001","Office for National Statistics based on United Kingdom Time Use Survey, 2000","Travel related to unpaid care work is not included.","C","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2001","3.26792","2001","Office for National Statistics based on United Kingdom Time Use Survey, 2000","Travel related to unpaid care work is not included.","C","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2001","0.92542","2001","Office for National Statistics based on United Kingdom Time Use Survey, 2000","Travel related to unpaid care work is not included.","C","PERCENT","55-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2001","1.62792","2001","Office for National Statistics based on United Kingdom Time Use Survey, 2000","Travel related to unpaid care work is not included.","C","PERCENT","55-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2001","0.60625","2001","Office for National Statistics based on United Kingdom Time Use Survey, 2000","Travel related to unpaid care work is not included.","C","PERCENT","65+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2001","0.71792","2001","Office for National Statistics based on United Kingdom Time Use Survey, 2000","Travel related to unpaid care work is not included.","C","PERCENT","65+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2001","0.5575","2001","Office for National Statistics based on United Kingdom Time Use Survey, 2000","Travel related to unpaid care work is not included.","C","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2001","2.58417","2001","Office for National Statistics based on United Kingdom Time Use Survey, 2000","Travel related to unpaid care work is not included.","C","PERCENT","15-24","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2015","6.21042","2015","Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015","Travel related to unpaid care work is not included.","C","PERCENT","25-44","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2015","1.27083","2015","Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015","Travel related to unpaid care work is not included.","C","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2015","1.49708","2015","Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015","Travel related to unpaid care work is not included.","C","PERCENT","45-54","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2015","0.89667","2015","Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015","Travel related to unpaid care work is not included.","C","PERCENT","45-54","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2015","2.49958","2015","Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015","Travel related to unpaid care work is not included.","C","PERCENT","25-44","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2015","0.60417","2015","Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015","Travel related to unpaid care work is not included.","C","PERCENT","55-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2015","0.79625","2015","Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015","Travel related to unpaid care work is not included.","C","PERCENT","65+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2015","1.52792","2015","Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015","Travel related to unpaid care work is not included.","C","PERCENT","55-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2015","0.83583","2015","Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015","Travel related to unpaid care work is not included.","C","PERCENT","65+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2015","1.64417","2015","Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015","Travel related to unpaid care work is not included.","C","PERCENT","15-24","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2015","0.18333","2015","Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015","Travel related to unpaid care work is not included.","C","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","826","United Kingdom of Great Britain and Northern Ireland","2015","2.86792","2015","Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015","Travel related to unpaid care work is not included.","C","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","834","United Republic of Tanzania","2006","0.76375","2006","Calculated by UNSD based on available country data from the Integrated Labour Force Survey - Time Use Survey Module to apply ICATUS.","","CA","PERCENT","5+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","834","United Republic of Tanzania","2006","2.43042","2006","Calculated by UNSD based on available country data from the Integrated Labour Force Survey - Time Use Survey Module to apply ICATUS.","","CA","PERCENT","5+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","834","United Republic of Tanzania","2006","0.83333","2006","Calculated by UNSD based on available country data from the Integrated Labour Force Survey - Time Use Survey Module to apply ICATUS.","","CA","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","834","United Republic of Tanzania","2006","2.91667","2006","Calculated by UNSD based on available country data from the Integrated Labour Force Survey - Time Use Survey Module to apply ICATUS.","","CA","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","834","United Republic of Tanzania","2014","0.625","2014","Calculated by UNSD based on available country data from the Integrated Labour Force Survey - Time Use Survey Module to apply ICATUS.","","CA","PERCENT","5+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","834","United Republic of Tanzania","2014","2.84708","2014","Calculated by UNSD based on available country data from the Integrated Labour Force Survey - Time Use Survey Module to apply ICATUS.","","CA","PERCENT","5+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2003","1.95833","2003","US Bureau of Labor Statistics based on American Time Use Survey 2003","","C","PERCENT","15-24","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2003","0.41667","2003","US Bureau of Labor Statistics based on American Time Use Survey 2003","","C","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2003","0.625","2003","US Bureau of Labor Statistics based on American Time Use Survey 2003","","C","PERCENT","65+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2003","0.45833","2003","US Bureau of Labor Statistics based on American Time Use Survey 2003","","C","PERCENT","65+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2003","0.375","2003","US Bureau of Labor Statistics based on American Time Use Survey 2003","","C","PERCENT","55-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2003","0.83333","2003","US Bureau of Labor Statistics based on American Time Use Survey 2003","","C","PERCENT","55-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2003","2","2003","US Bureau of Labor Statistics based on American Time Use Survey 2003","","C","PERCENT","45-54","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2003","1.20833","2003","US Bureau of Labor Statistics based on American Time Use Survey 2003","","C","PERCENT","45-54","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2003","2.91667","2003","US Bureau of Labor Statistics based on American Time Use Survey 2003","","C","PERCENT","35-44","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2003","5.875","2003","US Bureau of Labor Statistics based on American Time Use Survey 2003","","C","PERCENT","35-44","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2003","1.45833","2003","US Bureau of Labor Statistics based on American Time Use Survey 2003","","C","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2003","3.125","2003","US Bureau of Labor Statistics based on American Time Use Survey 2003","","C","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2003","6.79167","2003","US Bureau of Labor Statistics based on American Time Use Survey 2003","","C","PERCENT","25-34","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2003","2.5","2003","US Bureau of Labor Statistics based on American Time Use Survey 2003","","C","PERCENT","25-34","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2004","2.20833","2004","US Bureau of Labor Statistics based on American Time Use Survey 2004","","C","PERCENT","25-34","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2004","7.25","2004","US Bureau of Labor Statistics based on American Time Use Survey 2004","","C","PERCENT","25-34","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2004","5.5","2004","US Bureau of Labor Statistics based on American Time Use Survey 2004","","C","PERCENT","35-44","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2004","0.875","2004","US Bureau of Labor Statistics based on American Time Use Survey 2004","","C","PERCENT","55-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2004","0.58333","2004","US Bureau of Labor Statistics based on American Time Use Survey 2004","","C","PERCENT","55-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2004","2.20833","2004","US Bureau of Labor Statistics based on American Time Use Survey 2004","","C","PERCENT","15-24","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2004","0.54167","2004","US Bureau of Labor Statistics based on American Time Use Survey 2004","","C","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2004","3.16667","2004","US Bureau of Labor Statistics based on American Time Use Survey 2004","","C","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2004","1.5","2004","US Bureau of Labor Statistics based on American Time Use Survey 2004","","C","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2004","2","2004","US Bureau of Labor Statistics based on American Time Use Survey 2004","","C","PERCENT","45-54","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2004","1.375","2004","US Bureau of Labor Statistics based on American Time Use Survey 2004","","C","PERCENT","45-54","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2004","0.54167","2004","US Bureau of Labor Statistics based on American Time Use Survey 2004","","C","PERCENT","65+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2004","0.41667","2004","US Bureau of Labor Statistics based on American Time Use Survey 2004","","C","PERCENT","65+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2004","3.16667","2004","US Bureau of Labor Statistics based on American Time Use Survey 2004","","C","PERCENT","35-44","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2005","2.70833","2005","US Bureau of Labor Statistics based on American Time Use Survey 2005","","C","PERCENT","35-44","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2005","5.66667","2005","US Bureau of Labor Statistics based on American Time Use Survey 2005","","C","PERCENT","35-44","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2005","1.25","2005","US Bureau of Labor Statistics based on American Time Use Survey 2005","","C","PERCENT","45-54","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2005","1.91667","2005","US Bureau of Labor Statistics based on American Time Use Survey 2005","","C","PERCENT","45-54","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2005","0.375","2005","US Bureau of Labor Statistics based on American Time Use Survey 2005","","C","PERCENT","65+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2005","0.375","2005","US Bureau of Labor Statistics based on American Time Use Survey 2005","","C","PERCENT","65+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2005","0.625","2005","US Bureau of Labor Statistics based on American Time Use Survey 2005","","C","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2005","0.75","2005","US Bureau of Labor Statistics based on American Time Use Survey 2005","","C","PERCENT","55-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2005","0.54167","2005","US Bureau of Labor Statistics based on American Time Use Survey 2005","","C","PERCENT","55-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2005","2.45833","2005","US Bureau of Labor Statistics based on American Time Use Survey 2005","","C","PERCENT","15-24","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2005","3.04167","2005","US Bureau of Labor Statistics based on American Time Use Survey 2005","","C","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2005","1.41667","2005","US Bureau of Labor Statistics based on American Time Use Survey 2005","","C","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2005","6.54167","2005","US Bureau of Labor Statistics based on American Time Use Survey 2005","","C","PERCENT","25-34","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2005","2.54167","2005","US Bureau of Labor Statistics based on American Time Use Survey 2005","","C","PERCENT","25-34","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2006","0.45833","2006","US Bureau of Labor Statistics based on American Time Use Survey 2006","","C","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2006","2.29167","2006","US Bureau of Labor Statistics based on American Time Use Survey 2006","","C","PERCENT","15-24","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2006","2.95833","2006","US Bureau of Labor Statistics based on American Time Use Survey 2006","","C","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2006","1.375","2006","US Bureau of Labor Statistics based on American Time Use Survey 2006","","C","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2006","0.54167","2006","US Bureau of Labor Statistics based on American Time Use Survey 2006","","C","PERCENT","55-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2006","6.83333","2006","US Bureau of Labor Statistics based on American Time Use Survey 2006","","C","PERCENT","25-34","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2006","2.08333","2006","US Bureau of Labor Statistics based on American Time Use Survey 2006","","C","PERCENT","25-34","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2006","0.625","2006","US Bureau of Labor Statistics based on American Time Use Survey 2006","","C","PERCENT","65+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2006","0.5","2006","US Bureau of Labor Statistics based on American Time Use Survey 2006","","C","PERCENT","65+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2006","5.41667","2006","US Bureau of Labor Statistics based on American Time Use Survey 2006","","C","PERCENT","35-44","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2006","2.75","2006","US Bureau of Labor Statistics based on American Time Use Survey 2006","","C","PERCENT","35-44","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2006","1.66667","2006","US Bureau of Labor Statistics based on American Time Use Survey 2006","","C","PERCENT","45-54","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2006","1.33333","2006","US Bureau of Labor Statistics based on American Time Use Survey 2006","","C","PERCENT","45-54","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2006","0.79167","2006","US Bureau of Labor Statistics based on American Time Use Survey 2006","","C","PERCENT","55-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2007","6.08333","2007","US Bureau of Labor Statistics based on American Time Use Survey 2007","","C","PERCENT","35-44","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2007","0.33333","2007","US Bureau of Labor Statistics based on American Time Use Survey 2007","","C","PERCENT","65+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2007","0.5","2007","US Bureau of Labor Statistics based on American Time Use Survey 2007","","C","PERCENT","65+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2007","0.45833","2007","US Bureau of Labor Statistics based on American Time Use Survey 2007","","C","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","840","United States of America","2007","1.58333","2007","US Bureau of Labor Statistics based on American Time Use Survey 2007","","C","PERCENT","15-24","ALLAREA","G","FEMALE"
